MsgCounter,Roll,Pitch,Yaw,Roll_Setpoint,Pitch_Setpoint,Yaw_Setpoint,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Battery,Temperature,Longitude,Latitude
17,-5.06,-2.62,329.00,0.00,0.00,180.00,-0.140,-0.037,0.974,-19.00,25.44,171.62,8.05,29.5,25856.0000000,57600.0000000
18,-6.06,-2.56,314.38,0.00,0.00,180.00,-0.238,-0.063,1.011,-13.69,19.81,191.25,8.05,29.5,25856.0000000,57600.0000000
19,-4.44,-4.25,298.19,0.00,0.00,180.00,-0.154,0.017,1.017,3.88,-22.06,163.50,8.05,29.5,25856.0000000,57600.0000000
20,-1.62,-6.00,284.62,0.00,0.00,180.00,0.115,-0.027,0.897,18.50,-1.12,115.69,8.05,29.5,25856.0000000,57600.0000000
21,-2.19,-9.06,273.12,0.00,0.00,180.00,-0.017,0.187,0.944,25.62,25.12,108.31,8.05,29.5,25856.0000000,57600.0000000
22,-2.38,-10.25,264.44,0.00,0.00,180.00,-0.024,0.362,0.844,-9.94,15.94,69.12,8.05,29.5,25856.0000000,57600.0000000
23,-4.38,-6.25,257.00,0.00,0.00,180.00,0.000,0.087,0.833,-58.69,40.69,54.81,8.05,29.5,25856.0000000,57600.0000000
24,-8.38,-1.56,253.50,0.00,0.00,180.00,-0.071,-0.023,0.965,-39.25,37.12,8.00,8.05,29.5,25856.0000000,57600.0000000
25,-12.12,0.69,252.56,0.00,0.00,180.00,-0.170,-0.020,0.981,-13.75,38.75,-3.12,8.05,29.5,25856.0000000,57600.0000000
26,-14.56,1.88,253.62,0.00,0.00,180.00,-0.312,-0.062,0.979,-9.00,8.69,-12.12,8.05,29.5,25856.0000000,57600.0000000
27,-12.69,2.06,255.69,0.00,0.00,180.00,-0.289,-0.122,1.024,14.81,-37.06,-26.12,8.05,29.5,25856.0000000,57600.0000000
28,-8.44,-0.56,259.06,0.00,0.00,180.00,0.071,-0.068,0.882,44.06,-40.38,-5.38,8.05,29.5,25856.0000000,57600.0000000
29,-8.06,-4.88,261.25,0.00,0.00,180.00,-0.335,0.232,0.873,7.06,-23.81,-46.19,8.05,29.5,25856.0000000,57600.0000000
30,-3.12,-6.75,259.94,0.00,0.00,180.00,-0.182,0.146,0.786,20.00,-70.75,34.38,8.05,29.5,25856.0000000,57600.0000000
31,-0.88,-7.38,255.81,0.00,0.00,180.00,-0.060,0.116,1.028,-0.38,39.69,52.44,8.05,29.5,25856.0000000,57600.0000000
32,-1.38,-7.00,250.56,0.00,0.00,180.00,0.000,0.197,0.956,12.81,-4.31,47.44,8.05,29.5,25856.0000000,57600.0000000
33,-1.50,-6.06,247.50,0.00,0.00,180.00,-0.146,0.118,0.900,-33.38,15.44,43.81,8.05,29.5,25856.0000000,57600.0000000
34,-0.44,-3.75,239.44,0.00,0.00,180.00,0.000,0.006,1.004,5.94,-23.06,86.31,8.05,29.5,25856.0000000,57600.0000000
35,1.44,-3.31,234.00,0.00,0.00,180.00,0.119,0.083,0.966,-16.12,1.81,31.56,8.05,29.5,25856.0000000,57600.0000000
36,1.50,-2.00,231.94,0.00,0.00,180.00,0.025,0.016,0.954,-20.25,0.62,18.88,8.02,39.0,25856.0000000,57600.0000000
37,1.94,-1.88,230.62,0.00,0.00,180.00,0.058,-0.073,1.101,21.75,-7.75,12.56,8.02,39.0,25856.0000000,57600.0000000
38,1.69,-3.75,230.50,0.00,0.00,180.00,0.033,0.179,0.924,3.75,15.00,1.56,8.02,39.0,25856.0000000,57600.0000000
39,-0.50,-4.50,226.69,0.00,0.00,180.00,-0.051,-0.013,1.075,10.62,20.00,65.75,8.02,39.0,25856.0000000,57600.0000000
40,-1.25,-5.56,222.06,0.00,0.00,180.00,0.025,0.119,0.933,0.69,7.94,24.75,8.02,39.0,25856.0000000,57600.0000000
41,-2.06,-6.38,219.94,0.00,0.00,180.00,0.008,0.057,0.947,13.56,0.50,21.75,8.02,39.0,25856.0000000,57600.0000000
42,-2.81,-8.25,219.69,0.00,0.00,180.00,-0.043,0.203,0.936,20.81,14.00,0.00,8.02,39.0,25856.0000000,57600.0000000
43,-4.25,-9.25,220.38,0.00,0.00,180.00,-0.150,0.327,0.942,11.94,5.50,13.69,8.02,39.0,25856.0000000,57600.0000000
44,-4.69,-8.81,215.38,0.00,0.00,180.00,-0.144,0.195,0.984,-22.81,18.38,63.69,8.02,39.0,25856.0000000,57600.0000000
45,-5.44,-7.62,206.88,0.00,0.00,180.00,-0.103,0.067,0.945,-32.81,18.81,60.44,8.02,39.0,25856.0000000,57600.0000000
46,-7.38,-5.00,200.62,0.00,0.00,180.00,-0.208,-0.067,0.952,-34.50,37.06,56.62,8.02,39.0,25856.0000000,57600.0000000
47,-8.81,-3.06,194.06,0.00,0.00,180.00,-0.186,-0.001,0.891,-31.19,15.50,70.00,8.02,39.0,25856.0000000,57600.0000000
48,-9.94,-0.69,186.44,0.00,0.00,180.00,-0.131,-0.182,0.944,-48.19,19.44,50.19,8.02,39.0,25856.0000000,57600.0000000
49,-10.94,1.62,181.94,0.00,0.00,180.00,-0.145,-0.200,1.017,-34.75,12.81,64.06,8.02,39.0,25856.0000000,57600.0000000
50,-11.81,4.31,179.56,0.00,0.00,180.00,-0.234,-0.167,0.977,-20.56,1.69,40.31,8.02,39.0,25856.0000000,57600.0000000
51,-11.81,4.75,178.06,0.00,0.00,180.00,-0.220,-0.032,0.980,-1.56,1.44,12.12,8.02,39.0,25856.0000000,57600.0000000
52,-12.31,4.25,176.69,0.00,0.00,180.00,-0.233,-0.071,0.950,3.50,-2.00,5.50,8.02,39.0,25856.0000000,57600.0000000
53,-12.44,4.06,176.12,0.00,0.00,180.00,-0.236,-0.087,0.934,2.56,5.00,13.75,8.02,39.0,25856.0000000,57600.0000000
54,-13.12,2.94,173.56,0.00,0.00,180.00,-0.274,-0.033,0.947,7.00,1.94,35.19,8.02,39.0,25856.0000000,57600.0000000
55,-13.19,1.88,170.31,0.00,0.00,180.00,-0.260,-0.029,0.944,-0.44,-8.88,35.44,8.02,39.0,25856.0000000,57600.0000000
56,-12.25,1.88,167.56,0.00,0.00,180.00,-0.197,-0.040,0.923,-10.62,-11.88,12.69,8.12,27.0,25856.0000000,57600.0000000
57,-11.50,2.44,165.81,0.00,0.00,180.00,-0.179,-0.053,0.927,-0.12,-2.38,9.19,8.12,27.0,25856.0000000,57600.0000000
58,-11.75,1.94,164.62,0.00,0.00,180.00,-0.194,-0.031,0.934,3.62,3.88,11.06,8.12,27.0,25856.0000000,57600.0000000
59,-12.00,1.25,163.25,0.00,0.00,180.00,-0.224,0.001,0.952,3.19,-0.50,12.31,8.12,27.0,25856.0000000,57600.0000000
60,-11.75,1.56,162.69,0.00,0.00,180.00,-0.202,-0.039,0.941,-6.69,-2.81,4.56,8.12,27.0,25856.0000000,57600.0000000
61,-11.69,1.69,162.12,0.00,0.00,180.00,-0.186,-0.030,0.927,1.69,1.69,8.69,8.12,27.0,25856.0000000,57600.0000000
62,-11.81,1.44,161.75,0.00,0.00,180.00,-0.192,-0.020,0.946,1.25,-0.81,-0.69,8.12,27.0,25856.0000000,57600.0000000
63,-11.94,1.38,161.81,0.00,0.00,180.00,-0.203,-0.024,0.956,4.25,4.00,1.81,8.12,27.0,25856.0000000,57600.0000000
64,-11.75,1.38,162.56,0.00,0.00,180.00,-0.204,-0.008,0.955,-2.38,-5.00,-15.19,8.12,27.0,25856.0000000,57600.0000000
65,-11.25,1.69,164.62,0.00,0.00,180.00,-0.175,-0.046,0.950,-0.75,-7.94,-44.31,8.12,27.0,25856.0000000,57600.0000000
66,-10.25,2.50,169.44,0.00,0.00,180.00,-0.167,-0.088,0.972,0.56,-18.69,-71.31,8.12,27.0,25856.0000000,57600.0000000
67,-7.69,4.19,177.06,0.00,0.00,180.00,-0.151,-0.080,0.970,-9.19,-28.06,-85.81,8.12,27.0,25856.0000000,57600.0000000
68,-3.81,6.50,185.75,0.00,0.00,180.00,-0.099,-0.135,0.962,-10.38,-32.44,-72.88,8.12,27.0,25856.0000000,57600.0000000
69,1.38,8.31,196.31,0.00,0.00,180.00,-0.049,-0.124,0.977,-15.00,-32.69,-101.19,8.12,27.0,25856.0000000,57600.0000000
70,6.75,8.69,208.81,0.00,0.00,180.00,0.008,-0.071,0.986,-16.00,-25.38,-154.88,8.12,27.0,25856.0000000,57600.0000000
71,9.62,6.94,218.31,0.00,0.00,180.00,0.081,-0.072,0.967,6.38,-14.25,-123.88,8.12,27.0,25856.0000000,57600.0000000
72,12.88,4.19,228.31,0.00,0.00,180.00,0.156,-0.116,0.942,-3.56,-46.62,-122.94,8.12,27.0,25856.0000000,57600.0000000
73,20.19,1.31,243.56,0.00,0.00,180.00,0.289,-0.021,0.865,-4.69,-74.00,-133.56,8.12,27.0,25856.0000000,57600.0000000
74,25.75,-4.50,258.19,0.00,0.00,180.00,0.282,0.203,0.817,9.81,-39.62,-129.19,8.12,27.0,25856.0000000,57600.0000000
75,26.56,-10.25,265.88,0.00,0.00,180.00,0.389,0.256,0.793,-1.94,-2.81,-89.50,8.12,27.0,25856.0000000,57600.0000000
76,24.75,-11.81,272.56,0.00,0.00,180.00,0.467,0.141,0.766,-35.19,11.88,-73.44,8.12,27.0,25856.0000000,57600.0000000
77,20.50,-11.56,279.81,0.00,0.00,180.00,0.432,0.165,0.847,-13.19,42.31,-46.88,8.12,27.0,25856.0000000,57600.0000000
79,8.19,-15.00,296.44,0.00,0.00,180.00,0.060,0.285,0.966,11.81,47.88,-106.88,8.12,27.0,25856.0000000,57600.0000000
80,2.31,-17.50,303.56,0.00,0.00,180.00,-0.106,0.335,0.924,6.25,29.25,-81.25,8.12,27.0,25856.0000000,57600.0000000
81,-1.06,-17.56,309.25,0.00,0.00,180.00,-0.157,0.309,0.909,-11.25,3.06,-54.31,8.12,27.0,25856.0000000,57600.0000000
82,-1.81,-15.56,315.50,0.00,0.00,180.00,-0.092,0.235,0.934,-12.81,-14.94,-57.75,8.12,27.0,25856.0000000,57600.0000000
83,-1.50,-13.94,323.56,0.00,0.00,180.00,-0.048,0.224,0.909,-14.69,-27.81,-102.06,8.12,27.0,25856.0000000,57600.0000000
84,-1.81,-13.44,330.25,0.00,0.00,180.00,-0.100,0.240,0.954,-2.19,-12.50,-52.56,8.12,27.0,25856.0000000,57600.0000000
85,-1.12,-12.62,335.38,0.00,0.00,180.00,-0.042,0.238,0.927,-5.25,-19.38,-38.06,8.12,27.0,25856.0000000,57600.0000000
86,-0.19,-11.69,339.12,0.00,0.00,180.00,-0.011,0.213,0.931,-12.88,-16.88,-39.94,8.12,27.0,25856.0000000,57600.0000000
87,0.19,-10.69,341.62,0.00,0.00,180.00,-0.052,0.137,0.919,-10.00,-6.06,-9.44,8.12,27.0,25856.0000000,57600.0000000
88,0.19,-10.88,338.81,0.00,0.00,180.00,-0.087,0.160,0.915,21.00,5.06,77.31,8.12,27.0,25856.0000000,57600.0000000
89,2.31,-13.56,326.88,0.00,0.00,180.00,0.014,0.172,0.994,25.44,-0.94,141.94,8.12,27.0,25856.0000000,57600.0000000
90,5.75,-15.81,313.12,0.00,0.00,180.00,0.073,0.191,0.993,41.19,-2.00,141.56,8.12,27.0,25856.0000000,57600.0000000
91,10.25,-16.94,302.00,0.00,0.00,180.00,0.108,0.328,0.881,21.94,-12.94,120.44,8.12,27.0,25856.0000000,57600.0000000
92,14.25,-16.19,290.06,0.00,0.00,180.00,0.216,0.327,0.853,10.81,-9.50,131.94,8.12,27.0,25856.0000000,57600.0000000
93,17.62,-11.31,276.56,0.00,0.00,180.00,0.257,0.125,0.794,-22.00,5.50,144.94,8.12,27.0,25856.0000000,57600.0000000
94,17.50,-3.94,263.75,0.00,0.00,180.00,0.277,-0.040,0.864,-38.19,26.19,127.62,8.12,27.0,25856.0000000,57600.0000000
95,15.69,3.00,255.06,0.00,0.00,180.00,0.256,-0.060,0.899,-42.81,17.88,95.56,8.12,27.0,25856.0000000,57600.0000000
96,13.31,10.00,248.69,0.00,0.00,180.00,0.201,-0.148,0.893,-61.19,19.94,69.69,8.12,27.0,25856.0000000,57600.0000000
97,10.19,17.50,244.19,0.00,0.00,180.00,0.086,-0.218,0.879,-72.62,18.62,48.62,8.04,40.5,25856.0000000,57600.0000000
98,7.69,26.12,240.31,0.00,0.00,180.00,0.053,-0.376,0.853,-100.50,0.88,25.25,8.04,40.5,25856.0000000,57600.0000000
99,7.25,35.19,237.62,0.00,0.00,180.00,0.165,-0.623,0.794,-99.19,-21.62,26.50,8.04,40.5,25856.0000000,57600.0000000
100,6.75,43.38,235.50,0.00,0.00,180.00,0.130,-0.854,0.732,-46.25,-10.19,33.56,8.04,40.5,25856.0000000,57600.0000000
101,4.69,42.69,232.69,0.00,0.00,180.00,0.129,-0.674,0.794,31.69,3.69,10.44,8.04,40.5,25856.0000000,57600.0000000
102,4.12,41.69,232.00,0.00,0.00,180.00,0.085,-0.516,0.707,-14.50,3.88,0.62,8.04,40.5,25856.0000000,57600.0000000
103,3.50,43.56,231.69,0.00,0.00,180.00,0.025,-0.674,0.637,-20.75,3.19,-5.00,8.04,40.5,25856.0000000,57600.0000000
104,3.19,44.75,231.88,0.00,0.00,180.00,0.064,-0.746,0.667,-1.81,6.25,8.19,8.04,40.5,25856.0000000,57600.0000000
105,3.00,44.06,232.75,0.00,0.00,180.00,0.022,-0.690,0.752,16.69,7.25,0.31,8.04,40.5,25856.0000000,57600.0000000
106,3.31,41.81,233.38,0.00,0.00,180.00,0.010,-0.625,0.763,24.44,-1.25,-16.44,8.04,40.5,25856.0000000,57600.0000000
107,3.81,38.75,233.44,0.00,0.00,180.00,0.027,-0.661,0.749,44.94,-7.00,-3.50,8.04,40.5,25856.0000000,57600.0000000
108,5.00,34.25,234.12,0.00,0.00,180.00,0.036,-0.553,0.806,49.38,-1.62,-6.19,8.04,40.5,25856.0000000,57600.0000000
109,4.31,27.38,232.56,0.00,0.00,180.00,0.070,-0.542,0.826,90.62,8.50,15.12,8.04,40.5,25856.0000000,57600.0000000
110,2.69,16.56,230.06,0.00,0.00,180.00,0.033,-0.310,0.907,129.50,7.81,27.50,8.04,40.5,25856.0000000,57600.0000000
111,1.81,3.81,227.44,0.00,0.00,180.00,0.031,-0.032,0.898,131.38,4.81,21.94,8.04,40.5,25856.0000000,57600.0000000
112,1.38,-8.12,225.31,0.00,0.00,180.00,0.008,0.188,0.862,114.19,5.62,12.44,8.04,40.5,25856.0000000,57600.0000000
113,0.69,-17.31,224.69,0.00,0.00,180.00,-0.055,0.369,0.866,72.44,7.69,-7.00,8.04,40.5,25856.0000000,57600.0000000
114,0.50,-21.88,225.94,0.00,0.00,180.00,-0.084,0.451,0.877,23.00,-12.81,-16.69,8.04,40.5,25856.0000000,57600.0000000
115,1.06,-24.12,226.50,0.00,0.00,180.00,-0.001,0.396,0.830,10.06,-12.94,0.44,8.04,40.5,25856.0000000,57600.0000000
116,1.62,-24.88,226.25,0.00,0.00,180.00,0.033,0.426,0.819,4.31,2.75,10.88,8.04,40.5,25856.0000000,57600.0000000
117,1.56,-25.06,225.69,0.00,0.00,180.00,0.042,0.471,0.826,5.12,1.44,6.75,8.09,29.5,25856.0000000,57600.0000000
118,1.44,-23.88,225.19,0.00,0.00,180.00,0.024,0.438,0.788,-32.88,6.19,3.12,8.09,29.5,25856.0000000,57600.0000000
119,0.00,-18.88,223.31,0.00,0.00,180.00,-0.032,0.329,0.828,-74.25,33.38,15.94,8.09,29.5,25856.0000000,57600.0000000
120,-1.81,-9.94,221.25,0.00,0.00,180.00,-0.082,0.158,0.877,-105.44,14.38,19.00,8.09,29.5,25856.0000000,57600.0000000
121,-2.00,1.50,220.38,0.00,0.00,180.00,-0.053,-0.108,0.945,-114.31,-2.50,6.31,8.09,29.5,25856.0000000,57600.0000000
122,-1.88,10.75,220.56,0.00,0.00,180.00,-0.030,-0.175,0.940,-100.69,-0.38,-10.38,8.09,29.5,25856.0000000,57600.0000000
123,-1.94,20.75,221.00,0.00,0.00,180.00,-0.089,-0.420,0.889,-107.00,-1.56,-14.56,8.09,29.5,25856.0000000,57600.0000000
124,-0.56,29.81,221.81,0.00,0.00,180.00,-0.037,-0.608,0.818,-79.69,-9.06,-18.56,8.09,29.5,25856.0000000,57600.0000000
125,0.25,34.31,221.62,0.00,0.00,180.00,0.019,-0.665,0.798,-24.44,-4.75,4.81,8.09,29.5,25856.0000000,57600.0000000
126,-0.19,35.56,221.00,0.00,0.00,180.00,-0.014,-0.610,0.795,-4.25,6.19,16.81,8.09,29.5,25856.0000000,57600.0000000
127,-2.81,35.00,219.19,0.00,0.00,180.00,-0.039,-0.561,0.764,20.00,29.75,40.69,8.09,29.5,25856.0000000,57600.0000000
128,-9.88,31.88,215.62,0.00,0.00,180.00,-0.179,-0.532,0.787,38.50,68.50,64.19,8.09,29.5,25856.0000000,57600.0000000
129,-19.19,27.00,211.56,0.00,0.00,180.00,-0.295,-0.389,0.764,41.81,73.56,61.94,8.09,29.5,25856.0000000,57600.0000000
130,-29.38,22.25,207.81,0.00,0.00,180.00,-0.431,-0.358,0.713,44.88,97.62,71.06,8.09,29.5,25856.0000000,57600.0000000
131,-40.38,15.12,203.56,0.00,0.00,180.00,-0.673,-0.247,0.719,55.06,106.31,78.81,8.09,29.5,25856.0000000,57600.0000000
132,-49.00,6.44,199.62,0.00,0.00,180.00,-0.763,-0.088,0.664,30.25,59.06,43.06,8.09,29.5,25856.0000000,57600.0000000
133,-52.94,2.06,197.19,0.00,0.00,180.00,-0.778,-0.030,0.579,2.38,27.31,18.69,8.09,29.5,25856.0000000,57600.0000000
134,-55.75,-2.50,194.31,0.00,0.00,180.00,-0.796,0.054,0.505,12.12,32.38,36.44,8.09,29.5,25856.0000000,57600.0000000
135,-59.19,-11.69,190.19,0.00,0.00,180.00,-0.899,0.118,0.483,17.50,37.88,42.56,8.09,29.5,25856.0000000,57600.0000000
136,-60.94,-21.19,186.75,0.00,0.00,180.00,-0.978,0.147,0.497,8.62,14.69,25.56,8.09,29.5,25856.0000000,57600.0000000
137,-59.69,-22.25,185.12,0.00,0.00,180.00,-0.839,0.231,0.457,-13.69,-15.12,11.00,8.09,29.5,25856.0000000,57600.0000000
138,-58.75,-25.00,182.38,0.00,0.00,180.00,-0.814,0.162,0.449,2.19,9.88,23.94,8.05,30.0,25856.0000000,57600.0000000
139,-58.56,-29.06,180.06,0.00,0.00,180.00,-0.944,0.212,0.485,1.81,0.00,22.56,8.05,30.0,25856.0000000,57600.0000000
140,-56.31,-26.38,179.56,0.00,0.00,180.00,-0.924,0.215,0.538,-17.81,-43.81,-9.69,8.05,30.0,25856.0000000,57600.0000000
141,-51.38,-18.06,181.75,0.00,0.00,180.00,-0.806,0.168,0.592,-18.88,-75.19,-24.31,8.05,30.0,25856.0000000,57600.0000000
142,-44.94,-9.94,184.88,0.00,0.00,180.00,-0.773,0.119,0.685,-27.81,-80.56,-47.06,8.05,30.0,25856.0000000,57600.0000000
143,-36.75,-1.81,188.69,0.00,0.00,180.00,-0.614,0.051,0.742,-40.81,-94.31,-60.88,8.05,30.0,25856.0000000,57600.0000000
144,-26.88,6.00,193.12,0.00,0.00,180.00,-0.448,-0.036,0.821,-45.00,-101.12,-64.75,8.05,30.0,25856.0000000,57600.0000000
145,-18.06,11.75,196.94,0.00,0.00,180.00,-0.332,-0.147,0.852,-43.94,-87.62,-53.50,8.05,30.0,25856.0000000,57600.0000000
146,-8.62,16.88,200.94,0.00,0.00,180.00,-0.155,-0.300,0.861,-39.19,-81.62,-48.25,8.05,30.0,25856.0000000,57600.0000000
147,-0.25,20.12,204.81,0.00,0.00,180.00,-0.010,-0.316,0.852,-25.44,-62.69,-46.56,8.05,30.0,25856.0000000,57600.0000000
148,6.81,22.19,208.62,0.00,0.00,180.00,0.051,-0.367,0.883,-25.88,-62.50,-63.12,8.05,30.0,25856.0000000,57600.0000000
149,14.12,23.31,211.88,0.00,0.00,180.00,0.227,-0.387,0.835,-8.88,-57.62,-45.06,8.05,30.0,25856.0000000,57600.0000000
150,18.94,22.25,213.50,0.00,0.00,180.00,0.346,-0.391,0.777,19.19,-34.62,-17.81,8.05,30.0,25856.0000000,57600.0000000
151,23.06,19.12,216.25,0.00,0.00,180.00,0.388,-0.316,0.809,30.81,-32.31,-51.06,8.05,30.0,25856.0000000,57600.0000000
152,27.56,15.25,218.56,0.00,0.00,180.00,0.441,-0.226,0.765,27.25,-45.69,-21.88,8.05,30.0,25856.0000000,57600.0000000
153,31.81,12.44,218.69,0.00,0.00,180.00,0.499,-0.166,0.710,30.25,-38.75,0.12,8.05,30.0,25856.0000000,57600.0000000
154,33.88,9.56,220.00,0.00,0.00,180.00,0.520,-0.012,0.708,16.81,-8.50,-18.12,8.05,30.0,25856.0000000,57600.0000000
155,32.44,8.12,220.81,0.00,0.00,180.00,0.535,-0.072,0.728,-1.94,36.75,-15.31,8.05,30.0,25856.0000000,57600.0000000
156,24.81,5.88,218.50,0.00,0.00,180.00,0.532,-0.110,0.750,52.31,121.00,36.44,8.05,30.0,25856.0000000,57600.0000000
157,10.12,0.94,216.06,0.00,0.00,180.00,0.066,-0.047,0.918,55.06,156.31,12.50,8.05,30.0,25856.0000000,57600.0000000
158,-3.06,-4.31,214.56,0.00,0.00,180.00,-0.051,0.068,0.889,52.75,129.75,22.00,8.03,41.5,25856.0000000,57600.0000000
159,-15.12,-9.19,213.50,0.00,0.00,180.00,-0.271,0.098,0.852,50.75,122.81,14.50,8.03,41.5,25856.0000000,57600.0000000
160,-25.50,-14.56,213.75,0.00,0.00,180.00,-0.538,0.186,0.841,49.19,84.56,-9.75,8.03,41.5,25856.0000000,57600.0000000
161,-31.12,-18.38,214.50,0.00,0.00,180.00,-0.571,0.313,0.810,24.94,55.38,-13.19,8.03,41.5,25856.0000000,57600.0000000
162,-35.25,-20.00,215.12,0.00,0.00,180.00,-0.662,0.298,0.753,8.19,31.00,-5.81,8.03,41.5,25856.0000000,57600.0000000
163,-37.31,-20.62,215.00,0.00,0.00,180.00,-0.709,0.312,0.764,-3.00,11.56,6.12,8.03,41.5,25856.0000000,57600.0000000
164,-36.12,-18.19,214.94,0.00,0.00,180.00,-0.778,0.286,0.805,-32.75,-44.06,-11.06,8.03,41.5,25856.0000000,57600.0000000
165,-28.62,-10.38,216.19,0.00,0.00,180.00,-0.648,0.218,0.847,-69.25,-117.44,-20.00,8.03,41.5,25856.0000000,57600.0000000
166,-15.88,-1.44,216.75,0.00,0.00,180.00,-0.359,0.049,0.874,-85.81,-138.50,-11.75,8.03,41.5,25856.0000000,57600.0000000
167,-2.31,5.56,215.88,0.00,0.00,180.00,-0.002,-0.137,0.834,-60.75,-136.00,5.50,8.03,41.5,25856.0000000,57600.0000000
168,7.94,9.94,214.44,0.00,0.00,180.00,0.238,-0.182,0.753,-25.62,-78.88,23.19,8.03,41.5,25856.0000000,57600.0000000
169,11.62,11.88,211.69,0.00,0.00,180.00,0.227,-0.271,0.843,-13.75,-36.62,27.62,8.03,41.5,25856.0000000,57600.0000000
170,16.50,15.38,211.62,0.00,0.00,180.00,0.244,-0.261,0.874,-49.69,-68.62,-12.12,8.03,41.5,25856.0000000,57600.0000000
171,23.81,20.62,212.31,0.00,0.00,180.00,0.484,-0.328,0.689,-41.56,-66.81,-3.56,8.03,41.5,25856.0000000,57600.0000000
172,26.62,24.19,210.62,0.00,0.00,180.00,0.512,-0.328,0.651,-14.19,-12.12,27.00,8.03,41.5,25856.0000000,57600.0000000
173,26.31,27.62,209.69,0.00,0.00,180.00,0.372,-0.345,0.735,-47.25,-4.62,4.88,8.03,41.5,25856.0000000,57600.0000000
174,27.00,33.88,209.81,0.00,0.00,180.00,0.455,-0.462,0.718,-56.75,-11.75,17.62,8.03,41.5,25856.0000000,57600.0000000
175,24.69,37.56,208.19,0.00,0.00,180.00,0.431,-0.650,0.742,-0.56,32.94,47.88,8.03,41.5,25856.0000000,57600.0000000
176,15.19,32.19,202.94,0.00,0.00,180.00,0.306,-0.571,0.814,103.06,106.75,78.06,8.03,41.5,25856.0000000,57600.0000000
177,0.12,18.81,197.44,0.00,0.00,180.00,0.065,-0.352,0.796,169.75,158.06,75.69,8.03,41.5,25856.0000000,57600.0000000
178,-16.50,1.56,192.62,0.00,0.00,180.00,-0.314,0.007,0.820,151.75,149.56,60.69,8.01,29.0,25856.0000000,57600.0000000
179,-28.31,-12.50,190.38,0.00,0.00,180.00,-0.533,0.183,0.782,70.12,70.38,12.44,8.01,29.0,25856.0000000,57600.0000000
180,-32.38,-17.31,189.69,0.00,0.00,180.00,-0.687,0.260,0.842,14.25,24.94,-0.56,8.01,29.0,25856.0000000,57600.0000000
181,-31.88,-15.62,190.12,0.00,0.00,180.00,-0.711,0.281,0.879,-28.25,-40.25,-15.38,8.01,29.0,25856.0000000,57600.0000000
182,-25.62,-8.00,192.69,0.00,0.00,180.00,-0.631,0.191,0.929,-69.75,-103.00,-52.12,8.01,29.0,25856.0000000,57600.0000000
183,-12.50,2.94,198.38,0.00,0.00,180.00,-0.364,0.002,0.912,-95.81,-159.75,-86.62,8.01,29.0,25856.0000000,57600.0000000
184,3.12,11.44,204.94,0.00,0.00,180.00,0.045,-0.229,0.812,-73.69,-167.94,-77.12,8.01,29.0,25856.0000000,57600.0000000
185,17.06,15.56,209.50,0.00,0.00,180.00,0.374,-0.177,0.629,-10.88,-88.00,-8.12,8.01,29.0,25856.0000000,57600.0000000
186,17.88,16.00,207.12,0.00,0.00,180.00,0.377,-0.301,0.780,9.44,34.69,39.06,8.01,29.0,25856.0000000,57600.0000000
187,8.19,11.81,201.38,0.00,0.00,180.00,0.245,-0.370,0.883,88.88,123.12,66.44,8.01,29.0,25856.0000000,57600.0000000
188,-7.44,-1.19,195.06,0.00,0.00,180.00,-0.001,-0.023,0.785,161.25,176.31,78.50,8.01,29.0,25856.0000000,57600.0000000
189,-23.06,-18.44,189.69,0.00,0.00,180.00,-0.509,0.381,0.740,128.31,155.06,50.94,8.01,29.0,25856.0000000,57600.0000000
190,-30.31,-27.50,187.31,0.00,0.00,180.00,-0.792,0.517,0.798,10.94,29.94,-11.81,8.01,29.0,25856.0000000,57600.0000000
191,-29.38,-21.81,188.94,0.00,0.00,180.00,-0.806,0.443,0.911,-81.88,-67.44,-47.38,8.01,29.0,25856.0000000,57600.0000000
192,-19.00,-5.75,195.25,0.00,0.00,180.00,-0.444,0.140,0.872,-136.19,-173.69,-98.00,8.01,29.0,25856.0000000,57600.0000000
193,-3.12,6.31,201.94,0.00,0.00,180.00,0.132,-0.174,0.736,-49.88,-116.31,-32.19,8.01,29.0,25856.0000000,57600.0000000
194,-2.88,2.81,198.31,0.00,0.00,180.00,0.157,-0.040,0.823,76.88,82.94,75.25,8.01,29.0,25856.0000000,57600.0000000
195,-9.50,-1.00,195.31,0.00,0.00,180.00,-0.482,0.074,1.062,-9.19,9.94,-7.19,8.01,29.0,25856.0000000,57600.0000000
196,-5.44,2.44,195.94,0.00,0.00,180.00,-0.169,-0.008,0.931,-41.19,-61.50,-10.19,8.01,29.0,25856.0000000,57600.0000000
197,-1.62,4.06,193.50,0.00,0.00,180.00,0.070,-0.090,0.834,-7.38,-18.56,33.06,8.01,29.0,25856.0000000,57600.0000000
198,-1.94,4.12,190.62,0.00,0.00,180.00,0.076,-0.133,0.897,5.44,12.69,34.75,8.01,29.0,25856.0000000,57600.0000000
199,-4.31,4.06,188.75,0.00,0.00,180.00,-0.143,-0.189,1.008,-2.00,24.62,11.38,8.06,30.0,25856.0000000,57600.0000000
200,-5.19,3.75,188.69,0.00,0.00,180.00,-0.084,-0.028,0.961,0.25,1.31,-3.50,8.06,30.0,25856.0000000,57600.0000000
