MsgCounter,Roll,Pitch,Yaw,Roll_Setpoint,Pitch_Setpoint,Yaw_Setpoint,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Battery,Temperature,Longitude,Latitude
6,-2.69,15.62,257.44,0.00,0.00,180.00,-0.067,-0.189,0.942,71.25,18.50,-80.62,8.07,41.5,25856.0000000,57600.0000000
7,-2.06,8.44,266.06,0.00,0.00,180.00,-0.091,-0.172,0.983,90.31,-2.12,-104.81,8.10,27.0,25856.0000000,57600.0000000
9,0.31,-11.00,285.31,0.00,0.00,180.00,0.036,0.156,0.881,80.75,-18.06,-76.00,8.10,27.0,25856.0000000,57600.0000000
15,-1.12,-18.69,284.56,0.00,0.00,180.00,-0.021,0.424,0.832,-60.75,15.75,53.12,8.10,27.0,25856.0000000,57600.0000000
21,5.38,-4.00,273.75,0.00,0.00,180.00,-0.016,-0.044,0.998,-4.62,-4.06,33.88,8.10,27.0,25856.0000000,57600.0000000
22,5.81,-3.44,272.31,0.00,0.00,180.00,0.057,0.045,0.979,-1.88,-4.44,-5.31,8.10,27.0,25856.0000000,57600.0000000
23,5.75,-3.25,273.19,0.00,0.00,180.00,0.112,0.202,0.883,-6.81,6.06,-15.69,8.10,27.0,25856.0000000,57600.0000000
24,3.62,-2.19,275.19,0.00,0.00,180.00,-0.012,0.263,0.992,-17.75,36.81,-9.19,8.10,27.0,25856.0000000,57600.0000000
25,0.81,-1.00,276.31,0.00,0.00,180.00,-0.073,0.178,1.062,-5.06,19.19,-24.38,8.10,27.0,25856.0000000,57600.0000000
26,-0.50,-1.75,279.62,0.00,0.00,180.00,-0.097,0.150,0.930,15.81,11.94,-40.62,8.10,27.0,25856.0000000,57600.0000000
27,-1.50,-3.75,283.75,0.00,0.00,180.00,-0.141,0.166,0.976,14.94,-0.69,-35.50,8.10,27.0,25856.0000000,57600.0000000
29,-0.12,-3.00,281.94,0.00,0.00,180.00,0.055,-0.037,0.933,-14.44,-2.25,13.31,8.12,30.0,25856.0000000,57600.0000000
32,-6.06,0.62,284.19,0.00,0.00,180.00,-0.013,-0.016,0.945,22.31,42.62,-27.75,8.12,30.0,25856.0000000,57600.0000000
33,-10.12,-1.56,287.88,0.00,0.00,180.00,-0.155,0.155,1.027,23.38,41.62,-29.19,8.12,30.0,25856.0000000,57600.0000000
34,-13.75,-2.62,291.56,0.00,0.00,180.00,-0.188,0.063,0.934,22.94,33.19,-58.69,8.12,30.0,25856.0000000,57600.0000000
39,-23.81,-0.25,319.88,0.00,0.00,180.00,-0.379,0.081,0.952,30.75,-1.44,-46.56,8.12,30.0,25856.0000000,57600.0000000
41,-24.00,-0.62,323.88,0.00,0.00,180.00,-0.413,0.045,0.921,12.62,-1.00,-18.44,8.12,30.0,25856.0000000,57600.0000000
44,-21.06,-2.50,327.75,0.00,0.00,180.00,-0.420,0.056,0.853,2.19,-19.31,14.38,8.12,30.0,25856.0000000,57600.0000000
46,-19.62,-2.44,329.44,0.00,0.00,180.00,-0.364,0.055,0.947,12.00,3.19,-33.00,8.12,30.0,25856.0000000,57600.0000000
47,-20.06,-2.75,331.25,0.00,0.00,180.00,-0.364,0.046,0.880,6.50,2.62,-11.81,8.12,30.0,25856.0000000,57600.0000000
48,-20.50,-2.75,332.06,0.00,0.00,180.00,-0.388,0.041,0.869,3.12,0.81,-9.50,8.00,46.0,25856.0000000,57600.0000000
50,-20.56,-2.69,335.88,0.00,0.00,180.00,-0.367,0.021,0.847,7.75,15.06,-30.38,8.00,46.0,25856.0000000,57600.0000000
52,-21.81,-2.56,338.94,0.00,0.00,180.00,-0.440,-0.016,0.872,2.38,-6.31,1.81,8.00,46.0,25856.0000000,57600.0000000
55,-21.56,-3.06,338.62,0.00,0.00,180.00,-0.314,0.046,0.838,-16.38,7.06,-33.06,8.00,46.0,25856.0000000,57600.0000000
56,-21.75,-2.00,340.19,0.00,0.00,180.00,-0.403,0.037,0.939,6.62,-4.88,-9.88,8.00,46.0,25856.0000000,57600.0000000
57,-21.12,-2.62,341.12,0.00,0.00,180.00,-0.369,0.023,0.902,9.56,-8.62,-9.62,8.00,46.0,25856.0000000,57600.0000000
58,-20.19,-3.56,342.25,0.00,0.00,180.00,-0.347,0.065,0.922,9.25,-8.62,-9.25,8.00,46.0,25856.0000000,57600.0000000
59,-20.12,-3.06,342.25,0.00,0.00,180.00,-0.368,0.037,0.881,-12.62,2.50,9.81,8.00,46.0,25856.0000000,57600.0000000
60,-20.50,-1.69,340.75,0.00,0.00,180.00,-0.339,0.077,0.881,-22.94,7.31,6.06,8.00,46.0,25856.0000000,57600.0000000
61,-21.25,-0.88,339.94,0.00,0.00,180.00,-0.447,0.005,0.945,1.81,4.25,14.75,8.00,46.0,25856.0000000,57600.0000000
62,-20.81,-2.19,338.06,0.00,0.00,180.00,-0.360,0.056,0.848,4.94,-8.31,18.81,8.00,46.0,25856.0000000,57600.0000000
63,-20.19,-2.81,336.50,0.00,0.00,180.00,-0.339,0.035,0.869,-3.88,-3.31,19.38,8.00,46.0,25856.0000000,57600.0000000
66,-16.31,-0.25,337.00,0.00,0.00,180.00,-0.302,-0.060,1.010,3.44,-9.69,-1.62,8.00,46.0,25856.0000000,57600.0000000
73,-18.62,-5.00,319.19,0.00,0.00,180.00,-0.312,0.082,0.939,6.19,-7.06,12.06,8.00,46.0,25856.0000000,57600.0000000
74,-18.69,-5.25,317.62,0.00,0.00,180.00,-0.309,0.089,0.912,-3.69,-0.44,17.81,8.00,46.0,25856.0000000,57600.0000000
75,-18.50,-5.44,315.25,0.00,0.00,180.00,-0.327,0.042,0.953,-6.69,-1.56,23.19,8.00,46.0,25856.0000000,57600.0000000
76,-17.12,-6.31,312.75,0.00,0.00,180.00,-0.310,0.141,0.994,-0.81,-14.12,12.12,8.00,46.0,25856.0000000,57600.0000000
77,-17.31,-6.31,310.06,0.00,0.00,180.00,-0.225,-0.031,0.745,-8.69,18.50,37.56,8.00,46.0,25856.0000000,57600.0000000
79,-15.00,-8.56,302.12,0.00,0.00,180.00,-0.183,0.145,0.951,7.75,-8.12,35.69,8.00,46.0,25856.0000000,57600.0000000
81,-16.06,-9.06,298.88,0.00,0.00,180.00,-0.253,0.255,0.856,-13.50,23.12,7.50,8.00,46.0,25856.0000000,57600.0000000
82,-16.44,-6.75,297.81,0.00,0.00,180.00,-0.311,0.058,1.062,-24.75,-4.94,11.62,8.00,46.0,25856.0000000,57600.0000000
83,-13.94,-7.25,296.88,0.00,0.00,180.00,-0.206,0.160,0.871,17.69,-21.19,41.06,8.00,46.0,25856.0000000,57600.0000000
84,-13.12,-8.56,295.06,0.00,0.00,180.00,-0.300,0.352,1.024,-5.69,6.62,6.88,8.00,46.0,25856.0000000,57600.0000000
85,-13.44,-8.25,294.19,0.00,0.00,180.00,-0.202,0.088,1.001,6.12,7.88,9.06,8.00,46.0,25856.0000000,57600.0000000
86,-14.38,-9.94,293.19,0.00,0.00,180.00,-0.182,0.274,0.768,8.06,12.19,10.94,8.00,46.0,25856.0000000,57600.0000000
87,-15.56,-9.44,294.06,0.00,0.00,180.00,-0.267,0.151,0.995,-2.25,5.56,-25.88,8.00,46.0,25856.0000000,57600.0000000
88,-16.00,-9.06,295.12,0.00,0.00,180.00,-0.282,0.200,0.842,-4.56,2.06,-1.75,8.00,46.0,25856.0000000,57600.0000000
89,-16.38,-8.81,295.94,0.00,0.00,180.00,-0.213,0.187,0.995,9.50,-1.38,-19.25,8.10,29.5,25856.0000000,57600.0000000
90,-15.94,-10.06,299.75,0.00,0.00,180.00,-0.285,0.217,0.839,26.69,-28.88,-37.81,8.10,29.5,25856.0000000,57600.0000000
91,-13.00,-10.75,303.44,0.00,0.00,180.00,-0.207,0.194,0.888,16.94,-38.94,-15.75,8.10,29.5,25856.0000000,57600.0000000
92,-10.19,-11.62,303.44,0.00,0.00,180.00,-0.139,0.141,0.877,0.38,-23.25,-1.38,8.10,29.5,25856.0000000,57600.0000000
93,-9.44,-8.50,305.25,0.00,0.00,180.00,-0.121,0.130,0.962,-46.69,10.19,-7.31,8.10,29.5,25856.0000000,57600.0000000
94,-11.19,-2.44,307.94,0.00,0.00,180.00,-0.308,0.170,1.012,-82.19,14.69,-40.00,8.10,29.5,25856.0000000,57600.0000000
95,-12.00,5.75,310.75,0.00,0.00,180.00,-0.348,0.006,0.902,-65.00,6.19,-62.25,8.10,29.5,25856.0000000,57600.0000000
96,-13.00,11.19,312.06,0.00,0.00,180.00,-0.186,-0.180,0.911,-31.19,15.94,-7.88,8.10,29.5,25856.0000000,57600.0000000
97,-14.88,12.00,311.38,0.00,0.00,180.00,-0.219,-0.175,1.039,12.44,6.12,18.62,8.10,29.5,25856.0000000,57600.0000000
98,-15.12,8.44,311.31,0.00,0.00,180.00,-0.319,-0.144,0.982,45.25,-1.25,6.44,8.10,29.5,25856.0000000,57600.0000000
99,-12.94,4.44,312.25,0.00,0.00,180.00,-0.179,-0.112,0.857,32.25,-24.69,-12.06,8.10,29.5,25856.0000000,57600.0000000
100,-10.88,3.19,312.88,0.00,0.00,180.00,-0.186,-0.016,0.912,0.56,-20.31,-2.69,8.10,29.5,25856.0000000,57600.0000000
101,-11.00,4.00,312.06,0.00,0.00,180.00,-0.259,-0.033,0.964,-11.69,12.19,15.19,8.10,29.5,25856.0000000,57600.0000000
102,-12.94,4.19,310.94,0.00,0.00,180.00,-0.253,-0.020,0.920,1.50,23.94,9.81,8.10,29.5,25856.0000000,57600.0000000
103,-14.88,3.19,309.75,0.00,0.00,180.00,-0.277,-0.036,0.891,9.88,9.69,16.25,8.10,29.5,25856.0000000,57600.0000000
104,-14.75,1.44,306.06,0.00,0.00,180.00,-0.347,-0.032,0.978,11.62,-14.12,67.88,8.10,29.5,25856.0000000,57600.0000000
105,-10.62,-2.88,300.62,0.00,0.00,180.00,-0.085,0.057,0.967,53.44,-62.12,33.56,8.10,29.5,25856.0000000,57600.0000000
106,-6.00,-7.25,300.00,0.00,0.00,180.00,-0.089,0.265,0.999,21.75,-33.19,-13.00,8.10,29.5,25856.0000000,57600.0000000
111,-12.69,-1.06,286.31,0.00,0.00,180.00,-0.229,0.046,0.909,-18.25,-50.75,50.06,8.05,44.5,25856.0000000,57600.0000000
112,-7.88,-1.19,282.62,0.00,0.00,180.00,-0.084,0.096,0.859,1.88,-30.00,32.56,8.05,44.5,25856.0000000,57600.0000000
113,-6.31,-0.12,278.62,0.00,0.00,180.00,-0.074,0.086,0.918,-31.12,-2.88,35.06,8.05,44.5,25856.0000000,57600.0000000
114,-5.75,4.62,275.12,0.00,0.00,180.00,-0.056,-0.149,0.903,-60.25,-7.25,25.44,8.05,44.5,25856.0000000,57600.0000000
115,-6.00,10.50,272.88,0.00,0.00,180.00,-0.125,0.046,0.806,-70.25,12.69,26.31,8.05,44.5,25856.0000000,57600.0000000
116,-10.38,17.94,266.69,0.00,0.00,180.00,-0.133,-0.488,0.939,-87.75,38.06,68.12,8.05,44.5,25856.0000000,57600.0000000
117,-14.75,23.19,261.00,0.00,0.00,180.00,-0.190,-0.506,0.935,-44.06,13.75,48.12,8.05,44.5,25856.0000000,57600.0000000
118,-17.62,26.31,256.38,0.00,0.00,180.00,-0.276,-0.359,0.851,-57.81,17.50,62.56,8.05,44.5,25856.0000000,57600.0000000
119,-20.88,29.69,251.56,0.00,0.00,180.00,-0.330,-0.533,0.829,-29.38,9.94,26.88,8.05,44.5,25856.0000000,57600.0000000
120,-20.50,29.81,252.00,0.00,0.00,180.00,-0.315,-0.546,0.841,27.38,-12.94,-36.19,8.05,44.5,25856.0000000,57600.0000000
121,-16.56,26.62,257.38,0.00,0.00,180.00,-0.260,-0.432,0.824,60.62,-18.12,-81.69,8.05,44.5,25856.0000000,57600.0000000
122,-12.06,21.19,265.44,0.00,0.00,180.00,-0.149,-0.509,0.851,91.56,-21.38,-117.75,8.05,44.5,25856.0000000,57600.0000000
123,-7.62,13.06,274.56,0.00,0.00,180.00,-0.135,-0.295,0.943,121.44,-26.69,-116.38,8.05,44.5,25856.0000000,57600.0000000
124,-3.25,1.62,284.50,0.00,0.00,180.00,-0.046,-0.146,0.918,132.06,-38.31,-99.62,8.05,44.5,25856.0000000,57600.0000000
133,-0.81,-17.94,296.88,0.00,0.00,180.00,-0.053,0.356,0.841,-120.62,66.69,81.69,8.05,44.5,25856.0000000,57600.0000000
134,-6.06,-6.25,287.62,0.00,0.00,180.00,-0.069,-0.117,0.989,-112.38,75.56,80.06,8.05,44.5,25856.0000000,57600.0000000
135,-12.44,0.19,280.94,0.00,0.00,180.00,-0.202,-0.078,1.028,-55.12,60.44,55.50,8.05,44.5,25856.0000000,57600.0000000
147,1.62,-16.50,301.19,0.00,0.00,180.00,-0.101,0.429,0.952,20.31,-5.75,-2.56,8.05,44.5,25856.0000000,57600.0000000
148,1.25,-17.56,300.50,0.00,0.00,180.00,-0.077,0.333,0.922,9.12,20.38,12.75,8.05,44.5,25856.0000000,57600.0000000
149,-0.88,-19.44,298.75,0.00,0.00,180.00,-0.139,0.399,1.091,24.00,36.50,24.81,8.05,44.5,25856.0000000,57600.0000000
150,-1.88,-20.25,293.62,0.00,0.00,180.00,0.062,0.011,0.759,13.06,20.88,43.56,8.07,29.5,25856.0000000,57600.0000000
151,-1.94,-23.75,291.12,0.00,0.00,180.00,0.053,0.307,0.800,38.75,11.44,31.31,8.07,29.5,25856.0000000,57600.0000000
153,0.44,-25.94,278.88,0.00,0.00,180.00,-0.003,0.484,0.810,-18.75,16.31,66.00,8.07,29.5,25856.0000000,57600.0000000
154,1.12,-21.81,270.69,0.00,0.00,180.00,-0.091,0.547,0.888,-58.88,36.38,97.31,8.07,29.5,25856.0000000,57600.0000000
155,0.88,-14.62,259.94,0.00,0.00,180.00,-0.083,0.346,1.026,-79.06,26.69,87.31,8.07,29.5,25856.0000000,57600.0000000
156,-0.25,-6.69,251.25,0.00,0.00,180.00,-0.013,0.132,0.888,-80.38,34.12,70.81,8.07,29.5,25856.0000000,57600.0000000
157,-3.75,1.12,240.12,0.00,0.00,180.00,-0.268,-0.369,1.125,-74.69,33.25,143.25,8.07,29.5,25856.0000000,57600.0000000
158,-1.69,1.75,232.75,0.00,0.00,180.00,-0.035,-0.379,1.024,43.94,-56.50,32.25,8.07,29.5,25856.0000000,57600.0000000
159,3.38,-6.25,233.19,0.00,0.00,180.00,0.144,0.082,0.857,95.12,-43.12,-31.31,8.07,29.5,25856.0000000,57600.0000000
161,1.62,-18.00,237.19,0.00,0.00,180.00,-0.047,0.605,0.837,-3.31,37.06,15.62,8.07,29.5,25856.0000000,57600.0000000
162,-0.56,-13.12,233.19,0.00,0.00,180.00,0.003,0.341,0.839,-80.38,46.12,47.50,8.07,29.5,25856.0000000,57600.0000000
163,-5.75,-5.06,225.25,0.00,0.00,180.00,-0.199,-0.184,1.006,-68.81,62.44,63.44,8.07,29.5,25856.0000000,57600.0000000
164,-7.44,-3.56,218.88,0.00,0.00,180.00,-0.213,-0.079,0.978,5.19,-26.31,31.88,8.07,29.5,25856.0000000,57600.0000000
165,-3.50,-5.19,217.06,0.00,0.00,180.00,-0.017,0.124,0.930,11.94,-25.00,26.50,8.07,29.5,25856.0000000,57600.0000000
166,-2.44,-5.19,214.44,0.00,0.00,180.00,-0.017,0.015,0.995,-4.50,-0.81,28.00,8.07,29.5,25856.0000000,57600.0000000
167,-3.19,-6.25,212.19,0.00,0.00,180.00,-0.129,0.130,0.998,15.50,19.00,25.25,8.07,29.5,25856.0000000,57600.0000000
168,-4.19,-6.94,209.00,0.00,0.00,180.00,-0.115,0.140,0.955,-3.69,5.31,25.75,8.07,29.5,25856.0000000,57600.0000000
172,-7.19,-8.25,202.00,0.00,0.00,180.00,-0.027,0.397,0.870,-30.19,25.12,0.19,8.07,29.5,25856.0000000,57600.0000000
173,-10.75,-1.19,202.25,0.00,0.00,180.00,-0.106,0.187,0.876,-97.75,45.94,-5.06,8.07,29.5,25856.0000000,57600.0000000
174,-15.94,5.94,205.06,0.00,0.00,180.00,-0.284,-0.108,1.002,-23.31,54.19,-72.94,8.07,29.5,25856.0000000,57600.0000000
175,-20.12,7.12,213.44,0.00,0.00,180.00,-0.467,-0.265,0.987,48.31,57.94,-78.50,8.07,29.5,25856.0000000,57600.0000000
176,-22.50,2.00,221.44,0.00,0.00,180.00,-0.626,-0.096,1.052,116.56,-7.06,-88.38,8.07,29.5,25856.0000000,57600.0000000
177,-18.00,-7.56,231.69,0.00,0.00,180.00,-0.412,0.278,0.782,127.38,-75.31,-73.69,8.07,29.5,25856.0000000,57600.0000000
178,-11.88,-15.75,237.75,0.00,0.00,180.00,-0.211,0.481,0.769,73.62,-67.62,-24.06,8.07,29.5,25856.0000000,57600.0000000
179,-6.25,-18.12,239.19,0.00,0.00,180.00,-0.063,0.345,0.876,-5.19,-54.81,16.50,8.07,29.5,25856.0000000,57600.0000000
180,-2.31,-14.62,236.69,0.00,0.00,180.00,-0.087,0.231,0.975,-64.12,-6.69,67.38,8.07,29.5,25856.0000000,57600.0000000
181,-2.81,-7.88,227.81,0.00,0.00,180.00,-0.010,-0.028,0.990,-63.44,49.75,93.19,8.07,29.5,25856.0000000,57600.0000000
182,-7.44,-1.81,218.38,0.00,0.00,180.00,-0.156,-0.002,0.953,-86.06,49.75,88.12,8.07,29.5,25856.0000000,57600.0000000
183,-11.88,6.62,211.44,0.00,0.00,180.00,-0.149,-0.058,0.735,-103.94,47.31,44.44,8.07,29.5,25856.0000000,57600.0000000
184,-17.94,15.75,206.50,0.00,0.00,180.00,-0.220,-0.266,0.891,-87.88,64.25,59.25,8.07,29.5,25856.0000000,57600.0000000
185,-23.31,20.44,203.44,0.00,0.00,180.00,-0.354,-0.372,0.932,-38.38,47.62,18.19,8.07,29.5,25856.0000000,57600.0000000
186,-26.31,23.81,204.19,0.00,0.00,180.00,-0.419,-0.337,0.799,-24.06,30.44,2.81,8.07,29.5,25856.0000000,57600.0000000
187,-27.75,27.31,204.81,0.00,0.00,180.00,-0.385,-0.614,0.733,-23.25,8.69,-10.25,8.07,29.5,25856.0000000,57600.0000000
188,-25.44,27.38,209.69,0.00,0.00,180.00,-0.351,-0.506,0.810,50.81,-6.12,-60.62,8.07,29.5,25856.0000000,57600.0000000
189,-22.31,25.50,216.94,0.00,0.00,180.00,-0.294,-0.482,0.833,36.56,-5.50,-72.00,8.07,29.5,25856.0000000,57600.0000000
190,-18.38,24.12,225.00,0.00,0.00,180.00,-0.290,-0.439,0.891,45.38,-14.69,-93.56,8.05,27.5,25856.0000000,57600.0000000
191,-10.62,20.31,236.25,0.00,0.00,180.00,-0.301,-0.284,1.058,55.38,-50.81,-107.31,8.05,27.5,25856.0000000,57600.0000000
192,-2.94,17.06,242.81,0.00,0.00,180.00,0.002,-0.313,1.004,41.69,-57.12,-76.38,8.05,27.5,25856.0000000,57600.0000000
193,3.56,13.75,249.44,0.00,0.00,180.00,0.089,-0.279,0.904,32.81,-49.69,-58.50,8.05,27.5,25856.0000000,57600.0000000
194,9.50,7.50,256.69,0.00,0.00,180.00,0.198,-0.135,0.734,72.62,-41.31,-78.31,8.05,27.5,25856.0000000,57600.0000000
195,10.56,0.19,263.75,0.00,0.00,180.00,0.197,0.071,0.801,41.81,11.94,-76.38,8.05,27.5,25856.0000000,57600.0000000
196,8.00,-2.94,270.69,0.00,0.00,180.00,0.264,0.100,0.743,-0.69,38.81,-69.25,8.05,27.5,25856.0000000,57600.0000000
197,4.81,-3.44,275.44,0.00,0.00,180.00,0.166,0.085,0.816,-1.00,9.94,-66.62,8.05,27.5,25856.0000000,57600.0000000
198,3.94,-4.75,281.19,0.00,0.00,180.00,0.117,0.136,0.861,18.62,8.38,-66.44,8.05,27.5,25856.0000000,57600.0000000
199,3.88,-5.94,287.12,0.00,0.00,180.00,0.096,0.311,0.951,-7.75,-10.38,-59.00,8.05,27.5,25856.0000000,57600.0000000
200,3.00,-1.06,289.25,0.00,0.00,180.00,0.165,0.003,0.926,-82.00,24.50,-9.38,8.05,27.5,25856.0000000,57600.0000000
202,-3.19,13.69,296.25,0.00,0.00,180.00,-0.224,-0.284,1.002,-71.19,19.06,-44.50,8.05,27.5,25856.0000000,57600.0000000
203,-2.25,19.75,299.19,0.00,0.00,180.00,-0.190,-0.380,0.999,-44.75,-12.62,-9.56,8.05,27.5,25856.0000000,57600.0000000
205,1.50,24.06,291.44,0.00,0.00,180.00,-0.021,-0.456,0.898,-24.62,-47.06,70.62,8.05,27.5,25856.0000000,57600.0000000
206,3.25,23.50,285.62,0.00,0.00,180.00,0.144,-0.659,0.901,48.81,-35.81,16.81,8.05,27.5,25856.0000000,57600.0000000
207,5.56,13.81,286.25,0.00,0.00,180.00,0.171,-0.457,1.007,129.62,-18.62,-39.88,8.05,27.5,25856.0000000,57600.0000000
208,6.56,-1.00,290.75,0.00,0.00,180.00,0.152,-0.068,0.966,174.38,7.69,-57.38,8.05,27.5,25856.0000000,57600.0000000
209,4.31,-18.81,298.31,0.00,0.00,180.00,0.040,0.325,0.808,165.19,17.25,-66.94,8.05,27.5,25856.0000000,57600.0000000
210,-0.50,-32.12,303.69,0.00,0.00,180.00,-0.043,0.616,0.630,105.50,44.06,-32.62,8.05,27.5,25856.0000000,57600.0000000
216,-10.75,30.81,283.44,0.00,0.00,180.00,-0.152,-0.286,0.802,-21.06,-44.88,-41.00,7.97,30.0,25856.0000000,57600.0000000
217,-8.12,33.38,284.25,0.00,0.00,180.00,-0.115,-0.601,0.880,-17.88,-7.06,-0.19,7.97,30.0,25856.0000000,57600.0000000
218,-6.56,30.88,286.06,0.00,0.00,180.00,-0.073,-0.912,0.903,80.56,-8.56,-42.94,7.97,30.0,25856.0000000,57600.0000000
219,-1.62,18.19,293.50,0.00,0.00,180.00,-0.031,-0.608,0.877,164.38,-30.56,-84.81,7.97,30.0,25856.0000000,57600.0000000
220,2.88,1.12,302.56,0.00,0.00,180.00,-0.033,-0.142,0.911,169.38,-31.06,-82.44,7.97,30.0,25856.0000000,57600.0000000
221,3.94,-13.00,307.69,0.00,0.00,180.00,0.000,0.235,0.844,109.69,-1.75,-21.56,7.97,30.0,25856.0000000,57600.0000000
224,-1.50,-26.69,306.88,0.00,0.00,180.00,-0.045,0.697,0.753,-13.69,29.06,27.44,7.97,30.0,25856.0000000,57600.0000000
225,-2.75,-18.75,299.31,0.00,0.00,180.00,0.047,0.643,0.661,-144.62,58.44,88.44,7.97,30.0,25856.0000000,57600.0000000
226,-9.38,-1.94,287.50,0.00,0.00,180.00,-0.096,0.150,0.804,-198.38,105.31,90.50,7.97,30.0,25856.0000000,57600.0000000
227,-17.19,14.75,282.19,0.00,0.00,180.00,-0.255,-0.049,0.925,-160.56,54.75,25.56,7.97,30.0,25856.0000000,57600.0000000
228,-18.94,26.19,281.56,0.00,0.00,180.00,-0.154,-0.527,0.934,-62.44,8.00,-35.31,7.97,30.0,25856.0000000,57600.0000000
229,-15.19,27.44,287.56,0.00,0.00,180.00,-0.181,-0.560,0.954,46.62,-24.75,-84.38,7.97,30.0,25856.0000000,57600.0000000
231,0.00,7.50,307.44,0.00,0.00,180.00,-0.041,-0.354,0.956,158.44,-64.81,-113.69,7.97,30.0,25856.0000000,57600.0000000
235,4.94,-37.75,320.88,0.00,0.00,180.00,0.041,0.726,0.707,-32.50,41.00,83.81,7.97,30.0,25856.0000000,57600.0000000
236,5.69,-28.44,308.00,0.00,0.00,180.00,0.238,0.465,0.684,-110.56,90.12,105.31,7.97,30.0,25856.0000000,57600.0000000
237,-0.56,-14.56,293.94,0.00,0.00,180.00,0.071,0.138,1.039,-126.94,111.56,96.62,7.97,30.0,25856.0000000,57600.0000000
238,-9.12,-4.62,284.62,0.00,0.00,180.00,-0.133,0.142,1.000,-123.94,119.88,94.38,7.97,30.0,25856.0000000,57600.0000000
239,-18.56,6.50,276.38,0.00,0.00,180.00,-0.128,-0.029,0.859,-133.62,83.75,51.25,7.97,30.0,25856.0000000,57600.0000000
240,-24.75,20.75,275.62,0.00,0.00,180.00,-0.200,-0.115,0.676,-145.69,76.00,-11.62,7.97,30.0,25856.0000000,57600.0000000
241,-29.38,35.38,278.44,0.00,0.00,180.00,-0.328,-0.527,0.834,-64.31,75.12,-49.00,7.97,30.0,25856.0000000,57600.0000000
242,-25.44,39.31,289.19,0.00,0.00,180.00,-0.411,-0.579,0.876,57.00,1.12,-98.56,7.97,30.0,25856.0000000,57600.0000000
243,-15.88,32.31,301.00,0.00,0.00,180.00,-0.339,-0.580,0.884,115.94,-48.69,-88.62,7.97,30.0,25856.0000000,57600.0000000
245,-0.56,9.19,313.25,0.00,0.00,180.00,-0.046,-0.428,1.003,144.38,-49.62,-50.69,7.97,30.0,25856.0000000,57600.0000000
246,2.50,-5.25,316.62,0.00,0.00,180.00,-0.049,0.002,1.016,153.31,-24.12,-52.62,7.97,30.0,25856.0000000,57600.0000000
247,2.75,-18.88,318.88,0.00,0.00,180.00,-0.116,0.358,0.952,122.06,-5.88,-22.81,7.97,30.0,25856.0000000,57600.0000000
249,2.12,-22.44,311.81,0.00,0.00,180.00,0.071,0.403,0.719,-83.06,62.69,73.38,7.97,30.0,25856.0000000,57600.0000000
251,-8.88,-3.69,289.25,0.00,0.00,180.00,-0.164,-0.048,1.070,-72.44,39.00,94.38,8.10,28.5,25856.0000000,57600.0000000
252,-8.50,-2.06,282.81,0.00,0.00,180.00,-0.075,0.000,0.935,9.31,-10.81,30.19,8.10,28.5,25856.0000000,57600.0000000
254,-6.94,-3.62,277.50,0.00,0.00,180.00,-0.119,0.032,0.918,-4.56,-4.88,11.81,8.10,28.5,25856.0000000,57600.0000000
3,-9.62,-3.00,330.81,0.00,0.00,180.00,-0.199,0.165,0.965,-27.31,27.19,-114.44,8.10,28.5,25856.0000000,57600.0000000
4,-12.00,1.44,339.12,0.00,0.00,180.00,-0.239,-0.030,0.926,-31.88,20.62,-93.69,8.10,28.5,25856.0000000,57600.0000000
5,-11.56,6.62,349.38,0.00,0.00,180.00,-0.211,-0.110,0.924,-34.25,-2.75,-107.44,8.10,28.5,25856.0000000,57600.0000000
6,-8.44,11.19,0.25,0.00,0.00,180.00,-0.155,-0.221,0.928,-19.00,-21.44,-115.94,8.10,28.5,25856.0000000,57600.0000000
7,-4.44,13.38,10.31,0.00,0.00,180.00,-0.116,-0.335,0.989,-0.12,-16.44,-95.44,8.10,28.5,25856.0000000,57600.0000000
8,-0.38,11.56,19.56,0.00,0.00,180.00,-0.049,-0.256,0.966,36.12,-22.38,-83.81,8.10,28.5,25856.0000000,57600.0000000
9,2.62,8.12,26.50,0.00,0.00,180.00,0.037,-0.094,0.926,26.38,-14.56,-52.25,8.10,28.5,25856.0000000,57600.0000000
10,3.56,7.25,29.50,0.00,0.00,180.00,0.034,-0.069,0.952,-6.81,-5.31,-18.81,8.10,28.5,25856.0000000,57600.0000000
11,4.19,8.25,30.56,0.00,0.00,180.00,0.109,-0.150,0.963,-6.88,-3.25,4.06,8.10,28.5,25856.0000000,57600.0000000
12,3.69,8.31,29.50,0.00,0.00,180.00,0.109,-0.198,0.928,5.25,12.19,36.19,8.10,28.5,25856.0000000,57600.0000000
13,1.38,7.62,24.00,0.00,0.00,180.00,-0.012,-0.077,0.935,7.00,21.31,87.81,8.10,28.5,25856.0000000,57600.0000000
14,-1.88,7.00,12.62,0.00,0.00,180.00,-0.103,-0.114,1.013,15.88,6.62,122.69,8.10,28.5,25856.0000000,57600.0000000
15,-3.25,3.44,359.00,0.00,0.00,180.00,-0.025,-0.045,0.960,40.38,-6.62,136.19,8.10,28.5,25856.0000000,57600.0000000
16,-3.81,-1.19,344.88,0.00,0.00,180.00,-0.037,0.053,0.903,30.44,7.31,144.88,8.05,29.5,25856.0000000,57600.0000000
